Agglomération;Echantillon;Total;Total (+/-);A pied;A pied (+/-);Vélo (incl. vélo électrique);Vélo (incl. vélo électrique) (+/-);Deux-roues motorisé;Deux-roues motorisé (+/-);Voiture;Voiture (+/-);Transports publics routiers;Transports publics routiers (+/-);Train;Train (+/-);Autres;Autres (+/-)
Centre hors des agglomération Landquart;98;48.06210472030599;12.544972977755004;1.985442032867874;0.7065924836860674;0.6043837272163471;0.4152455776186238;0.896144548175067;1.8881500314518198;37.154266106530386;11.62493851815668;0.5486342818180072;0.5358434997835507;6.794796344814953;6.277066429524161;0.07843767888334943;0.17240301447643702
Centre hors des agglomération Murten;32;64.62717840788363;29.279064567932316;2.4400404013800676;0.9502821717704533;0.4901378504910115;0.5057350314889484;0.0;-;49.10409937066384;25.499627843410362;0.3887719031898957;0.5283893341858635;11.970507679888359;17.806742712728003;0.23362120227047306;0.4146437381496737
Agglomération Stein (AG) (CH);25;62.09314323181803;27.19974579796776;2.7572085305024214;2.095304613133337;0.42641784307245795;0.661894138996706;0.0;-;49.521870251380186;27.31118131602288;1.0922599970665132;1.0840131926874006;8.295386609796457;10.48608127753634;0.0;0.0
Centre hors des agglomération Uznach;28;32.43912133185907;13.492162287362769;1.7984160682113703;1.4042912454457575;2.0010134845301493;2.394943053680196;0.0;-;20.692354097743074;12.405104248769964;0.613018033856206;0.7043341290698593;6.962541138432153;7.390980454578494;0.3717785090861157;0.4875897479243319
Toutes les agglomérations;43630;34.755744622027564;0.5092918701907396;1.9880390517482955;0.028357165649342674;0.9296446843515221;0.04352581095772462;0.49573234888403545;0.06735935929425275;21.291840298419263;0.4093185505553911;1.6418980532422078;0.04742951851613754;7.754751440413675;0.3052194392496366;0.6538387449685732;0.09961633556838773
Agglomérations de 250'000 habitants et plus;18404;33.35443938782226;0.757236191948316;2.0464855341819814;0.0425356497249401;0.9177231938389501;0.0675607719505081;0.5559007886130922;0.1168643960513529;19.398826209433132;0.6022839372213619;2.0499725733698155;0.0706735582088372;7.778822461823967;0.46353933523982466;0.6067086265613229;0.1384294292326292
de 50'000 à 249'000 habitants;18345;35.76280803826701;0.8061587002276772;1.9160136807380919;0.04374088140083262;0.9277931900598971;0.06440053563699087;0.41135220492905167;0.07959121317637685;23.097349239218676;0.6551766174301683;1.263546032761784;0.07737917703118398;7.451024262529814;0.4708580183976985;0.6957294280296944;0.17225169051385206
de moins de 50'000 habitants;6881;38.82979701214588;1.3853590618930625;1.937052556343373;0.08102451527427487;1.0055805363895407;0.12113092014096367;0.48378200586252557;0.1765754946117646;25.032236856598942;1.1151216113086941;0.7925659599459288;0.10768386199715095;8.81949033541824;0.8250732959592134;0.7590887615873287;0.2568550266175346
Agglomérations de 500'000 habitants et plus;14361;31.88148695826457;0.8238727745952057;2.0529231136723367;0.0492118525531523;0.9188982142067037;0.06911589382417294;0.5382721662148925;0.12204679627905266;18.270746626764055;0.656892235541076;2.1439530954406902;0.08346405174195416;7.299708717005914;0.4945051836812133;0.6569850249599768;0.16853811681537245
de 250'000 à 499'999 habitants;4043;37.76167902893877;1.7844017113681279;2.0272235709621267;0.08450102372859973;0.9142074004976547;0.1793909527819934;0.6086476132168921;0.29980832324533124;22.774167432480134;1.4117090778445647;1.7687722616340449;0.12899393247628752;9.212384772726285;1.1417236293652693;0.4562759774216264;0.2152243289075535
de 100'000 à 249'000 habitants;7101;34.18706554825142;1.2225262777720267;2.0055293681730206;0.07161716184470893;1.0139896474677803;0.11402184256214708;0.33647779963449853;0.10081699534982703;21.376418212598306;0.9886535005323394;1.4608455065255337;0.10190061049267088;7.343325181345802;0.7191863999199344;0.6504798325064777;0.2968453185922289
de 50'000 à 99'000 habitants;11244;37.3545522952283;1.0846715417700026;1.8255889557050817;0.05475474910893988;0.8407214020496303;0.07283038947716815;0.48698696465417524;0.11953816240379694;24.835756431768512;0.8845689799517958;1.0642429700755534;0.11397027998314482;7.559817034852;0.6302332424746712;0.7414385361233583;0.20273072776285816
de moins de 50'000 habitants;6881;38.82979701214588;1.3853590618930625;1.937052556343373;0.08102451527427487;1.0055805363895407;0.12113092014096367;0.48378200586252557;0.1765754946117646;25.032236856598942;1.1151216113086941;0.7925659599459288;0.10768386199715095;8.81949033541824;0.8250732959592134;0.7590887615873287;0.2568550266175346
